,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HTGD,ATGD,DiffPts,DiffFormPts,HTP,ATP,HC,AC,HF,AF,HY,AY,HR,AR,HAS,HDS,AAS,ADS,MP
3163,Man United,Stoke,5,0,H,21,3,15,1,15,-6,10,0,24,14,3,0,5,15,1,2,0,0,2.1964912280701756,0.7017543859649122,0.7669172932330827,1.6466165413533835,285
3164,Newcastle,Wigan,2,2,D,17,12,9,7,-5,-3,0,3,12,12,4,10,9,12,1,3,0,1,1.537593984962406,1.1766917293233083,0.9671052631578947,1.756578947368421,266
3165,West Brom,Chelsea,0,3,A,13,15,3,9,-11,25,-18,-11,11,29,3,10,7,10,0,3,0,0,1.2163742690058479,1.432748538011696,1.5368421052631578,0.9263157894736842,171
3166,West Ham,Portsmouth,0,0,D,11,11,5,7,-6,-5,-4,-4,13,17,8,7,6,11,0,1,0,0,1.4254385964912282,1.2675438596491229,0.8120300751879699,1.6616541353383458,228
3167,Everton,Middlesbrough,1,1,D,15,11,7,3,-2,-4,1,2,18,17,11,1,11,13,0,2,0,0,1.592982456140351,1.0701754385964912,0.9276315789473685,1.4342105263157894,285
3168,Hull,Man City,2,2,D,11,12,6,8,-2,4,7,2,20,13,3,6,15,16,2,3,0,0,1.0526315789473684,1.5087719298245614,1.2857142857142858,1.368421052631579,57
3169,Aston Villa,Man United,0,0,D,10,12,7,7,4,15,-4,-3,20,24,3,6,12,15,1,0,0,0,1.2596491228070175,1.1087719298245613,1.7228070175438597,1.0421052631578946,285
3170,Chelsea,Newcastle,0,0,D,25,2,14,0,28,-5,19,5,32,13,8,1,12,13,0,2,0,0,2.1543859649122807,0.8,1.0714285714285714,1.6804511278195489,285
3171,Liverpool,Fulham,0,0,D,18,6,7,6,13,1,14,2,32,18,9,3,7,6,0,0,0,0,1.8982456140350876,0.7578947368421053,0.8947368421052632,1.611336032388664,285
3172,Man City,Arsenal,3,0,H,12,11,8,5,4,10,-9,-3,14,23,3,3,16,9,0,1,0,0,1.8345864661654134,0.9849624060150376,1.6596491228070176,1.1228070175438596,266
3173,Middlesbrough,Bolton,1,3,A,18,11,5,5,-4,-4,4,3,18,14,8,0,10,15,2,5,0,0,1.3026315789473684,1.236842105263158,1.0382775119617225,1.6889952153110048,152
3174,Portsmouth,Hull,2,2,D,14,13,7,6,-5,-2,-3,1,18,21,7,7,13,13,2,1,0,0,1.3834586466165413,1.1954887218045114,0.8947368421052632,1.8596491228070176,133
3175,Stoke,West Brom,1,0,H,9,8,7,2,-11,-14,3,6,14,11,4,1,9,7,1,0,0,0,1.2932330827067668,1.0300751879699248,0.9064327485380117,1.713450292397661,133
3176,Sunderland,West Ham,0,1,A,17,10,6,5,-7,-6,1,4,15,14,4,2,13,16,2,1,0,0,1.1228070175438596,1.206140350877193,0.9692982456140351,1.6535087719298245,228
3177,Tottenham,Blackburn,1,0,H,16,9,7,6,-4,-10,-1,8,12,13,6,6,15,15,2,3,0,1,1.743859649122807,1.0666666666666667,1.0956937799043063,1.6889952153110048,285
3178,Wigan,Everton,1,0,H,12,7,6,2,-3,-2,-6,-6,13,19,3,3,8,7,0,0,0,0,1.111842105263158,1.4144736842105263,1.0736842105263158,1.3543859649122807,152
3179,Aston Villa,Fulham,0,0,D,12,5,4,2,6,1,5,-1,23,18,11,4,9,16,0,2,0,0,1.2596491228070175,1.1087719298245613,0.8947368421052632,1.611336032388664,285
3180,Middlesbrough,Newcastle,0,0,D,14,10,7,5,-6,-5,4,0,18,14,7,2,9,7,1,1,0,0,1.3026315789473684,1.236842105263158,1.0714285714285714,1.6804511278195489,152
3181,Stoke,Hull,1,1,D,10,6,5,5,-10,-2,-5,8,17,22,5,3,17,20,2,3,0,0,1.2932330827067668,1.0300751879699248,0.8947368421052632,1.8596491228070176,133
3182,Sunderland,Bolton,1,4,A,14,11,9,6,-8,-2,-2,-6,15,17,5,6,9,6,4,0,0,0,1.1228070175438596,1.206140350877193,1.0382775119617225,1.6889952153110048,228
3183,Wigan,West Brom,2,1,H,17,17,9,9,-2,-15,5,7,16,11,6,8,10,7,0,2,0,0,1.111842105263158,1.4144736842105263,0.9064327485380117,1.713450292397661,152
3184,Chelsea,Arsenal,1,2,A,12,9,5,6,28,7,10,9,33,23,3,2,18,16,2,0,0,0,2.1543859649122807,0.8,1.6596491228070176,1.1228070175438596,285
3185,Man City,Man United,0,1,A,10,12,1,8,7,16,-11,-6,17,28,3,8,17,15,2,5,0,1,1.8345864661654134,0.9849624060150376,1.7228070175438597,1.0421052631578946,266
3186,Portsmouth,Blackburn,3,2,H,9,10,6,2,-5,-11,6,4,19,13,8,10,5,12,0,1,0,0,1.3834586466165413,1.1954887218045114,1.0956937799043063,1.6889952153110048,133
3187,Tottenham,Everton,0,1,A,14,8,6,6,-3,-3,-4,0,15,19,5,1,9,16,1,3,0,0,1.743859649122807,1.0666666666666667,1.0736842105263158,1.3543859649122807,285
3188,Liverpool,West Ham,0,0,D,21,7,8,3,13,-5,16,5,33,17,17,5,5,7,1,1,0,0,1.8982456140350876,0.7578947368421053,0.9692982456140351,1.6535087719298245,285
3189,Arsenal,Wigan,1,0,H,11,10,4,4,7,-2,7,-4,23,16,8,3,13,13,1,2,0,0,2.1789473684210527,0.8385964912280702,0.9671052631578947,1.756578947368421,285
3190,Blackburn,Liverpool,1,3,A,7,10,3,6,-12,13,-21,-7,13,34,5,6,11,9,2,2,0,0,1.3827751196172249,1.1435406698564594,1.4912280701754386,1.1964912280701754,209
3191,Bolton,Chelsea,0,2,A,21,11,11,7,1,27,-13,2,20,33,10,2,14,16,2,1,0,0,1.3301435406698565,1.244019138755981,1.5368421052631578,0.9263157894736842,209
3192,Fulham,Man City,1,1,D,12,15,8,7,1,6,3,5,20,17,9,7,6,5,2,1,0,0,1.4129554655870444,1.2105263157894737,1.2857142857142858,1.368421052631579,247
3193,Hull,Middlesbrough,2,1,H,17,9,7,7,-2,-6,4,-3,23,19,8,6,10,8,1,1,0,1,1.0526315789473684,1.5087719298245614,0.9276315789473685,1.4342105263157894,57
3194,Man United,Sunderland,1,0,H,27,2,15,2,17,-11,16,7,31,15,10,1,8,8,1,0,0,0,2.1964912280701756,0.7017543859649122,0.8947368421052632,1.7456140350877194,285
3195,Newcastle,Stoke,2,2,D,9,12,6,4,-5,-10,-3,-2,15,18,6,3,10,17,0,1,0,0,1.537593984962406,1.1766917293233083,0.7669172932330827,1.6466165413533835,266
3196,Everton,Aston Villa,2,3,A,12,5,7,5,-2,6,-3,5,22,25,10,6,18,16,2,1,0,0,1.592982456140351,1.0701754385964912,1.1508771929824562,1.6456140350877193,285
3197,West Brom,Portsmouth,1,1,D,14,6,8,3,-16,-4,-11,-7,11,22,3,5,11,12,1,2,0,0,1.2163742690058479,1.432748538011696,0.8120300751879699,1.6616541353383458,171
3198,West Ham,Tottenham,0,2,A,11,17,4,12,-5,-4,3,-3,18,15,7,5,13,16,2,0,0,0,1.4254385964912282,1.2675438596491229,1.2035087719298245,1.4771929824561403,228
3199,Aston Villa,Bolton,4,2,H,16,9,7,5,6,1,5,-7,25,20,10,3,7,16,0,1,0,0,1.2596491228070175,1.1087719298245613,1.0382775119617225,1.6889952153110048,285
3200,Liverpool,Hull,2,2,D,22,9,10,3,15,-1,11,5,37,26,8,4,12,8,3,3,0,0,1.8982456140350876,0.7578947368421053,0.8947368421052632,1.8596491228070176,285
3201,Man City,Everton,0,1,A,7,11,4,4,6,-3,-4,-2,18,22,5,7,10,7,0,1,0,0,1.8345864661654134,0.9849624060150376,1.0736842105263158,1.3543859649122807,266
3202,Middlesbrough,Arsenal,1,1,D,8,17,3,11,-7,9,-10,-4,19,29,5,10,8,11,0,1,0,0,1.3026315789473684,1.236842105263158,1.6596491228070176,1.1228070175438596,152
3203,Stoke,Fulham,0,0,D,6,9,2,6,-10,1,-2,-1,19,21,5,6,16,2,1,1,0,0,1.2932330827067668,1.0300751879699248,0.8947368421052632,1.611336032388664,133
3204,Sunderland,West Brom,4,0,H,16,14,10,6,-12,-16,3,2,15,12,1,11,8,14,1,2,0,0,1.1228070175438596,1.206140350877193,0.9064327485380117,1.713450292397661,228
3205,Tottenham,Man United,0,0,D,11,15,6,12,-2,17,-14,-2,18,32,4,14,10,9,1,1,0,0,1.743859649122807,1.0666666666666667,1.7228070175438597,1.0421052631578946,285
3206,Wigan,Blackburn,3,0,H,10,11,5,4,-2,-14,6,8,19,13,6,9,9,14,1,1,0,0,1.111842105263158,1.4144736842105263,1.0956937799043063,1.6889952153110048,152
3207,Chelsea,West Ham,1,1,D,19,4,12,2,29,-7,18,5,36,18,9,4,13,20,3,2,0,0,2.1543859649122807,0.8,0.9692982456140351,1.6535087719298245,285
3208,Portsmouth,Newcastle,0,3,A,18,10,6,5,-4,-5,7,5,23,16,8,5,15,5,4,1,0,0,1.3834586466165413,1.1954887218045114,1.0714285714285714,1.6804511278195489,133
3209,Blackburn,Stoke,3,0,H,10,14,9,4,-14,-10,-6,-6,13,19,3,7,13,11,0,2,0,0,1.3827751196172249,1.1435406698564594,0.7669172932330827,1.6466165413533835,209
3210,Bolton,Portsmouth,2,1,H,19,8,10,5,-3,-7,-3,0,20,23,6,3,14,16,1,1,0,0,1.3301435406698565,1.244019138755981,0.8120300751879699,1.6616541353383458,209
3211,Fulham,Middlesbrough,3,0,H,19,12,13,5,4,-7,4,4,24,20,6,4,12,7,0,2,0,0,1.4129554655870444,1.2105263157894737,0.9276315789473685,1.4342105263157894,247
3212,Hull,Sunderland,1,4,A,14,15,8,6,-1,-8,9,1,27,18,6,6,20,10,3,1,1,0,1.0526315789473684,1.5087719298245614,0.8947368421052632,1.7456140350877194,57
3213,West Ham,Aston Villa,0,1,A,17,10,13,4,-7,9,-12,-5,19,31,7,6,7,10,2,1,0,0,1.4254385964912282,1.2675438596491229,1.1508771929824562,1.6456140350877193,228
3214,Arsenal,Liverpool,1,1,D,6,10,3,6,9,15,-8,-2,30,38,2,1,14,17,3,3,1,0,2.1789473684210527,0.8385964912280702,1.4912280701754386,1.1964912280701754,285
3215,Newcastle,Tottenham,2,1,H,7,11,4,6,-2,-2,0,0,19,19,4,7,9,7,3,2,0,0,1.537593984962406,1.1766917293233083,1.2035087719298245,1.4771929824561403,266
3216,West Brom,Man City,2,1,H,12,11,7,7,-20,5,-6,-4,12,18,5,7,10,9,2,1,0,0,1.2163742690058479,1.432748538011696,1.2857142857142858,1.368421052631579,171
3217,Everton,Chelsea,0,0,D,10,6,8,2,-2,29,-12,-1,25,37,6,5,16,12,0,3,0,1,1.592982456140351,1.0701754385964912,1.5368421052631578,0.9263157894736842,285
3218,Aston Villa,Arsenal,2,2,D,13,8,9,6,9,9,1,4,31,30,7,6,10,10,4,4,0,0,1.2596491228070175,1.1087719298245613,1.6596491228070176,1.1228070175438596,285
3219,Chelsea,West Brom,2,0,H,23,6,15,2,29,-20,25,7,37,12,7,5,7,7,1,0,0,0,2.1543859649122807,0.8,0.9064327485380117,1.713450292397661,285
3220,Liverpool,Bolton,3,0,H,18,4,8,2,15,-2,16,-2,39,23,16,3,7,12,1,3,0,0,1.8982456140350876,0.7578947368421053,1.0382775119617225,1.6889952153110048,285
3221,Man City,Hull,5,1,H,23,15,16,11,4,-4,-9,-2,18,27,8,10,15,14,0,4,0,0,1.8345864661654134,0.9849624060150376,0.8947368421052632,1.8596491228070176,266
3222,Middlesbrough,Everton,0,1,A,7,11,5,6,-10,-2,-6,-5,20,26,5,8,28,14,5,1,0,0,1.3026315789473684,1.236842105263158,1.0736842105263158,1.3543859649122807,152
3223,Portsmouth,West Ham,1,4,A,21,16,14,9,-8,-8,4,0,23,19,9,5,14,9,1,3,0,0,1.3834586466165413,1.1954887218045114,0.9692982456140351,1.6535087719298245,133
3224,Stoke,Man United,0,1,A,6,17,3,10,-13,19,-18,-7,20,38,6,9,13,7,4,2,1,0,1.2932330827067668,1.0300751879699248,1.7228070175438597,1.0421052631578946,133
3225,Sunderland,Blackburn,0,0,D,13,7,8,3,-5,-14,5,3,21,16,5,2,5,11,0,3,0,0,1.1228070175438596,1.206140350877193,1.0956937799043063,1.6889952153110048,228
3226,Tottenham,Fulham,0,0,D,14,10,7,7,-3,4,-6,0,19,25,4,2,7,11,0,1,0,0,1.743859649122807,1.0666666666666667,0.8947368421052632,1.611336032388664,285
3227,Wigan,Newcastle,2,1,H,11,5,5,3,2,-1,3,3,25,22,7,4,14,11,2,3,0,1,1.111842105263158,1.4144736842105263,1.0714285714285714,1.6804511278195489,152
3228,Arsenal,Portsmouth,1,0,H,11,4,7,3,9,-8,8,3,31,23,11,2,9,9,0,1,0,0,2.1789473684210527,0.8385964912280702,0.8120300751879699,1.6616541353383458,285
3229,Blackburn,Man City,2,2,D,11,13,6,3,-14,4,-2,-1,16,18,4,3,14,9,2,1,0,0,1.3827751196172249,1.1435406698564594,1.2857142857142858,1.368421052631579,209
3230,Bolton,Wigan,0,1,A,14,10,8,7,-5,3,-5,-6,23,28,8,7,14,13,2,3,0,0,1.3301435406698565,1.244019138755981,0.9671052631578947,1.756578947368421,209
3231,Everton,Sunderland,3,0,H,10,8,6,5,-1,-5,7,3,29,22,8,2,6,10,1,4,0,0,1.592982456140351,1.0701754385964912,0.8947368421052632,1.7456140350877194,285
3232,Fulham,Chelsea,2,2,D,5,19,2,14,4,31,-15,-1,26,41,1,7,9,8,1,2,0,0,1.4129554655870444,1.2105263157894737,1.5368421052631578,0.9263157894736842,247
3233,Newcastle,Liverpool,1,5,A,10,17,7,12,-2,18,-20,-1,22,42,4,9,7,11,2,1,0,0,1.537593984962406,1.1766917293233083,1.4912280701754386,1.1964912280701754,266
3234,West Brom,Tottenham,2,0,H,17,4,11,3,-21,-3,-5,-1,15,20,8,4,13,12,3,2,0,1,1.2163742690058479,1.432748538011696,1.2035087719298245,1.4771929824561403,171
3235,West Ham,Stoke,2,1,H,15,8,7,5,-5,-14,2,2,22,20,8,4,10,13,3,3,0,1,1.4254385964912282,1.2675438596491229,0.7669172932330827,1.6466165413533835,228
3236,Man United,Middlesbrough,1,0,H,28,7,13,2,22,-11,21,11,41,20,8,4,10,17,2,0,0,0,2.1964912280701756,0.7017543859649122,0.9276315789473685,1.4342105263157894,285
3237,Hull,Aston Villa,0,1,A,8,7,3,3,-8,10,-8,-6,27,35,9,5,11,8,1,2,0,0,1.0526315789473684,1.5087719298245614,1.1508771929824562,1.6456140350877193,57
3238,Arsenal,Bolton,1,0,H,14,2,9,2,9,-5,9,3,32,23,5,0,13,16,2,2,0,0,2.1789473684210527,0.8385964912280702,1.0382775119617225,1.6889952153110048,285
3239,Aston Villa,West Brom,2,1,H,21,9,13,6,10,-21,20,7,35,15,10,7,12,17,1,1,0,0,1.2596491228070175,1.1087719298245613,0.9064327485380117,1.713450292397661,285
3240,Everton,Hull,2,0,H,8,5,5,0,2,-9,5,6,32,27,5,3,14,26,2,5,0,0,1.592982456140351,1.0701754385964912,0.8947368421052632,1.8596491228070176,285
3241,Middlesbrough,Sunderland,1,1,D,9,10,3,5,-12,-8,-2,-6,20,22,2,7,11,13,0,4,0,0,1.3026315789473684,1.236842105263158,0.8947368421052632,1.7456140350877194,152
3242,Newcastle,West Ham,2,2,D,21,12,12,11,-6,-4,-3,0,22,25,8,3,10,18,1,0,0,0,1.537593984962406,1.1766917293233083,0.9692982456140351,1.6535087719298245,266
3243,Stoke,Liverpool,0,0,D,5,7,0,3,-15,22,-25,-9,20,45,4,5,10,10,2,2,0,0,1.2932330827067668,1.0300751879699248,1.4912280701754386,1.1964912280701754,133
3244,Man United,Chelsea,3,0,H,14,10,11,6,23,31,2,4,44,42,6,3,14,14,3,5,0,0,2.1964912280701756,0.7017543859649122,1.5368421052631578,0.9263157894736842,285
3245,Wigan,Tottenham,1,0,H,13,6,5,3,4,-5,11,7,31,20,8,3,13,13,3,3,0,0,1.111842105263158,1.4144736842105263,1.2035087719298245,1.4771929824561403,152
3246,Man United,Wigan,1,0,H,9,13,6,3,23,4,13,1,44,31,4,6,9,9,0,3,0,0,2.1964912280701756,0.7017543859649122,0.9671052631578947,1.756578947368421,285
3247,Blackburn,Newcastle,3,0,H,9,10,4,3,-14,-6,-4,-2,18,22,2,5,13,10,2,3,0,1,1.3827751196172249,1.1435406698564594,1.0714285714285714,1.6804511278195489,209
3248,Bolton,Man United,0,1,A,7,16,2,13,-6,23,-21,-10,23,44,1,8,8,5,1,1,0,0,1.3301435406698565,1.244019138755981,1.7228070175438597,1.0421052631578946,209
3249,Chelsea,Stoke,2,1,H,37,4,22,1,31,-15,22,7,42,20,10,4,6,16,0,3,0,0,2.1543859649122807,0.8,0.7669172932330827,1.6466165413533835,285
3250,Hull,Arsenal,1,3,A,4,13,3,9,-11,11,-11,-8,27,38,4,4,11,19,1,1,0,0,1.0526315789473684,1.5087719298245614,1.6596491228070176,1.1228070175438596,57
3251,Man City,Wigan,1,0,H,10,15,3,6,9,3,-6,-5,25,31,2,11,12,16,1,4,1,0,1.8345864661654134,0.9849624060150376,0.9671052631578947,1.756578947368421,266
3252,Sunderland,Aston Villa,1,2,A,9,4,6,3,-8,12,-18,-5,23,41,8,6,14,17,4,2,0,1,1.1228070175438596,1.206140350877193,1.1508771929824562,1.6456140350877193,228
3253,West Brom,Middlesbrough,3,0,H,12,9,8,3,-20,-12,-3,4,18,21,5,3,13,4,0,2,0,1,1.2163742690058479,1.432748538011696,0.9276315789473685,1.4342105263157894,171
3254,Tottenham,Portsmouth,1,1,D,26,11,15,4,-6,-12,-4,1,20,24,8,4,6,10,0,2,0,0,1.743859649122807,1.0666666666666667,0.8120300751879699,1.6616541353383458,285
3255,West Ham,Fulham,3,1,H,11,9,7,5,-4,1,0,3,26,26,3,3,13,17,1,3,0,0,1.4254385964912282,1.2675438596491229,0.8947368421052632,1.611336032388664,228
3256,Liverpool,Everton,1,1,D,9,7,5,6,22,4,11,-4,46,35,4,4,19,15,0,2,0,0,1.8982456140350876,0.7578947368421053,1.0736842105263158,1.3543859649122807,285
3257,Portsmouth,Aston Villa,0,1,A,17,9,8,2,-12,12,-17,-12,24,41,17,5,9,10,2,2,1,0,1.3834586466165413,1.1954887218045114,1.1508771929824562,1.6456140350877193,133
3258,Sunderland,Fulham,1,0,H,16,15,11,8,-8,1,-3,3,23,26,3,1,2,10,0,0,0,0,1.1228070175438596,1.206140350877193,0.8947368421052632,1.611336032388664,228
3259,Tottenham,Stoke,3,1,H,22,6,14,3,-6,-15,-1,0,20,21,7,4,19,21,2,3,0,0,1.743859649122807,1.0666666666666667,0.7669172932330827,1.6466165413533835,285
3260,West Brom,Man United,0,5,A,10,17,4,10,-17,29,-29,-6,21,50,5,4,11,7,5,2,1,0,1.2163742690058479,1.432748538011696,1.7228070175438597,1.0421052631578946,171
3261,Blackburn,Bolton,2,2,D,15,9,12,5,-11,-8,-1,6,22,23,6,4,12,14,3,4,0,0,1.3827751196172249,1.1435406698564594,1.0382775119617225,1.6889952153110048,209
3262,Chelsea,Middlesbrough,2,0,H,23,7,12,5,29,-15,24,7,45,21,8,3,6,20,0,2,0,0,2.1543859649122807,0.8,0.9276315789473685,1.4342105263157894,285
3263,Everton,Arsenal,1,1,D,7,7,3,4,4,13,-5,0,36,41,7,6,9,11,2,2,0,0,1.592982456140351,1.0701754385964912,1.6596491228070176,1.1228070175438596,285
3264,Man City,Newcastle,2,1,H,14,2,7,1,10,-9,5,6,28,23,7,0,8,11,1,2,0,0,1.8345864661654134,0.9849624060150376,1.0714285714285714,1.6804511278195489,266
3265,West Ham,Hull,2,0,H,25,15,13,12,-2,-13,2,10,29,27,11,5,11,15,0,1,0,0,1.4254385964912282,1.2675438596491229,0.8947368421052632,1.8596491228070176,228
3266,Wigan,Liverpool,1,1,D,3,10,1,5,2,22,-16,0,31,47,2,2,12,17,1,0,0,0,1.111842105263158,1.4144736842105263,1.4912280701754386,1.1964912280701754,152
3267,Arsenal,West Ham,0,0,D,15,2,8,2,13,-2,12,1,41,29,13,3,12,12,2,2,0,0,2.1789473684210527,0.8385964912280702,0.9692982456140351,1.6535087719298245,285
3268,Aston Villa,Wigan,0,0,D,16,9,11,4,13,2,13,4,44,31,6,2,13,10,1,1,0,0,1.2596491228070175,1.1087719298245613,0.9671052631578947,1.756578947368421,285
3269,Bolton,Tottenham,3,2,H,13,13,7,10,-8,-6,2,1,23,21,2,8,11,14,0,1,0,0,1.3301435406698565,1.244019138755981,1.2035087719298245,1.4771929824561403,209
3270,Fulham,Portsmouth,3,1,H,6,12,6,6,3,-15,6,4,30,24,5,8,9,8,0,1,0,0,1.4129554655870444,1.2105263157894737,0.8120300751879699,1.6616541353383458,247
3271,Hull,West Brom,2,2,D,16,13,12,7,-15,-22,6,-6,27,21,8,6,13,12,2,4,0,0,1.0526315789473684,1.5087719298245614,0.9064327485380117,1.713450292397661,57
3272,Man United,Everton,1,0,H,17,7,10,4,30,4,16,4,53,37,6,2,11,14,0,0,0,0,2.1964912280701756,0.7017543859649122,1.0736842105263158,1.3543859649122807,285
3273,Middlesbrough,Blackburn,0,0,D,7,15,4,10,-17,-11,-2,-6,21,23,3,9,9,16,0,4,0,0,1.3026315789473684,1.236842105263158,1.0956937799043063,1.6889952153110048,152
3274,Stoke,Man City,1,0,H,7,17,4,7,-18,9,-7,-9,21,28,7,6,9,9,1,1,1,0,1.2932330827067668,1.0300751879699248,1.2857142857142858,1.368421052631579,133
3275,Liverpool,Chelsea,2,0,H,21,4,15,1,22,31,0,-1,48,48,12,1,20,15,4,3,0,1,1.8982456140350876,0.7578947368421053,1.5368421052631578,0.9263157894736842,285
3276,Newcastle,Sunderland,1,1,D,15,16,10,9,-10,-8,-3,-4,23,26,4,3,13,19,2,4,0,0,1.537593984962406,1.1766917293233083,0.8947368421052632,1.7456140350877194,266
3277,Blackburn,Aston Villa,0,2,A,17,15,8,8,-11,14,-24,-6,23,47,4,13,11,9,2,0,0,0,1.3827751196172249,1.1435406698564594,1.1508771929824562,1.6456140350877193,209
3278,Chelsea,Hull,0,0,D,13,12,6,4,31,-15,21,10,48,27,13,3,11,16,1,2,0,0,2.1543859649122807,0.8,0.8947368421052632,1.8596491228070176,285
3279,Everton,Bolton,3,0,H,20,7,11,4,4,-8,13,10,37,24,8,4,7,17,1,1,0,0,1.592982456140351,1.0701754385964912,1.0382775119617225,1.6889952153110048,285
3280,Man City,Middlesbrough,1,0,H,20,7,12,4,10,-17,9,8,31,22,13,3,6,10,0,1,0,0,1.8345864661654134,0.9849624060150376,0.9276315789473685,1.4342105263157894,266
3281,Portsmouth,Liverpool,2,3,A,9,14,7,9,-16,24,-27,-8,24,51,2,4,10,9,1,0,0,0,1.3834586466165413,1.1954887218045114,1.4912280701754386,1.1964912280701754,133
3282,Sunderland,Stoke,2,0,H,12,5,6,1,-8,-17,3,1,27,24,3,3,7,9,2,1,0,1,1.1228070175438596,1.206140350877193,0.7669172932330827,1.6466165413533835,228
3283,West Brom,Newcastle,2,3,A,13,10,7,7,-22,-10,-2,5,22,24,3,4,7,11,2,2,0,0,1.2163742690058479,1.432748538011696,1.0714285714285714,1.6804511278195489,171
3284,Wigan,Fulham,0,0,D,10,8,3,2,2,0,3,1,33,30,4,8,9,12,1,2,0,0,1.111842105263158,1.4144736842105263,0.8947368421052632,1.611336032388664,152
3285,Tottenham,Arsenal,0,0,D,16,4,6,1,-5,13,-19,-7,24,43,6,4,14,14,1,2,0,1,1.743859649122807,1.0666666666666667,1.6596491228070176,1.1228070175438596,285
3286,West Ham,Man United,0,1,A,9,11,5,6,0,31,-23,-4,33,56,5,11,14,8,1,1,0,0,1.4254385964912282,1.2675438596491229,1.7228070175438597,1.0421052631578946,228
3287,Portsmouth,Man City,2,0,H,15,10,9,7,-16,10,-7,-9,24,31,8,2,12,8,1,3,0,0,1.3834586466165413,1.1954887218045114,1.2857142857142858,1.368421052631579,133
3288,Man United,Fulham,3,0,H,17,5,9,0,31,0,26,11,56,30,11,2,7,13,1,1,0,0,2.1964912280701756,0.7017543859649122,0.8947368421052632,1.611336032388664,285
3289,Arsenal,Sunderland,0,0,D,16,3,9,2,13,-8,16,6,43,27,8,3,6,12,2,2,0,0,2.1789473684210527,0.8385964912280702,0.8947368421052632,1.7456140350877194,285
3290,Aston Villa,Chelsea,0,1,A,12,18,5,12,16,29,2,6,51,49,6,11,9,12,1,3,0,0,1.2596491228070175,1.1087719298245613,1.5368421052631578,0.9263157894736842,285
3291,Bolton,West Ham,2,1,H,12,17,8,12,-10,-1,-6,-4,27,33,4,13,18,14,0,2,0,0,1.3301435406698565,1.244019138755981,0.9692982456140351,1.6535087719298245,209
3292,Man United,Blackburn,2,1,H,15,12,7,7,34,-14,36,10,59,23,4,7,7,19,2,2,0,0,2.1964912280701756,0.7017543859649122,1.0956937799043063,1.6889952153110048,285
3293,Middlesbrough,Wigan,0,0,D,6,12,3,6,-18,2,-12,-1,22,34,5,1,6,15,2,4,0,0,1.3026315789473684,1.236842105263158,0.9671052631578947,1.756578947368421,152
3294,Stoke,Portsmouth,2,2,D,6,6,2,2,-19,-14,-3,0,24,27,2,3,6,10,1,3,0,0,1.2932330827067668,1.0300751879699248,0.8120300751879699,1.6616541353383458,133
3295,Fulham,West Brom,2,0,H,19,8,9,5,2,-23,11,3,33,22,12,4,11,10,0,1,0,0,1.4129554655870444,1.2105263157894737,0.9064327485380117,1.713450292397661,247
3296,Liverpool,Man City,1,1,D,18,10,5,4,25,8,23,0,54,31,6,4,10,13,1,2,0,0,1.8982456140350876,0.7578947368421053,1.2857142857142858,1.368421052631579,285
3297,Newcastle,Everton,0,0,D,4,15,0,5,-9,6,-13,-3,27,40,0,6,15,15,0,1,1,0,1.537593984962406,1.1766917293233083,1.0736842105263158,1.3543859649122807,266
3298,Hull,Tottenham,1,2,A,12,9,4,6,-15,-5,4,-3,29,25,11,13,11,7,2,1,0,0,1.0526315789473684,1.5087719298245614,1.2035087719298245,1.4771929824561403,57
3299,Arsenal,Fulham,0,0,D,16,12,8,3,13,2,11,2,44,33,11,6,6,14,0,0,0,0,2.1789473684210527,0.8385964912280702,0.8947368421052632,1.611336032388664,285
3300,Chelsea,Wigan,2,1,H,17,13,13,7,30,2,17,6,52,35,12,8,14,11,3,2,0,0,2.1543859649122807,0.8,0.9671052631578947,1.756578947368421,285
3301,Everton,West Brom,2,0,H,11,17,6,9,6,-25,19,2,41,22,3,6,9,14,1,1,0,0,1.592982456140351,1.0701754385964912,0.9064327485380117,1.713450292397661,285
3302,Middlesbrough,Liverpool,2,0,H,5,16,3,7,-18,25,-32,-7,23,55,2,9,2,6,2,0,0,0,1.3026315789473684,1.236842105263158,1.4912280701754386,1.1964912280701754,152
3303,Aston Villa,Stoke,2,2,D,11,7,7,3,15,-19,26,6,51,25,6,6,7,12,1,1,0,0,1.2596491228070175,1.1087719298245613,0.7669172932330827,1.6466165413533835,285
3304,Bolton,Newcastle,1,0,H,10,19,6,11,-9,-9,2,2,30,28,1,10,14,9,2,3,0,0,1.3301435406698565,1.244019138755981,1.0714285714285714,1.6804511278195489,209
3305,Hull,Blackburn,1,2,A,9,8,5,6,-16,-13,3,-3,29,26,6,4,14,19,2,3,1,1,1.0526315789473684,1.5087719298245614,1.0956937799043063,1.6889952153110048,57
3306,West Ham,Man City,1,0,H,13,9,9,2,-2,8,1,0,33,32,4,7,14,18,2,2,0,0,1.4254385964912282,1.2675438596491229,1.2857142857142858,1.368421052631579,228
3307,Liverpool,Sunderland,2,0,H,22,5,12,2,25,-6,24,1,55,31,6,2,9,6,1,1,0,0,1.8982456140350876,0.7578947368421053,0.8947368421052632,1.7456140350877194,285
